,NAO(J),NAO,EA_WR,NP,NBRA,AMO(s),TNA,PWR,SWMRR,BEST,PNA,TNI,Hurricane activity,SR,AMM,AMO,SF,Niño(3),SOI,TSA,Niño(4),QBO,PDO,GMOT,Niño(3.4),EP_NP,AT,NOI,Niño(1+2),WHWP,CIP,TPI(IPO),Month,AO,WP,CAR,ONI,AAO,ENSO,MEI,GIAM,NTA
640,-0.09,0.03,1.48,1015.52,,0.12,0.06,0.19699999999999998,0.74,0.36,-0.01,-0.568,0.0,-61.0,-2.08,-0.024,1479.0,-0.14,-0.8,0.47,-0.39,-20.99,-0.3,0.73,-0.34,-1.42,0.695,-0.607,-0.71,-0.68,,-0.46,5,0.452,-1.16,0.03,-0.25,-0.262,-0.17695,-0.58,-1.52,-0.03
641,-1.33,0.11,0.48,1016.5,,0.12300000000000001,0.24,0.20199999999999999,0.44,0.13,-0.89,-1.504,0.0,146.0,-0.64,0.184,1737.0,-0.28,0.5,0.36,-0.17,-23.31,-0.47,0.65,-0.19,0.55,1.445,1.43,-0.85,0.51,,-0.43,6,-0.015,0.41,0.06,-0.12,0.386,-0.9757299999999999,-0.71,-1.1,0.03
642,-1.12,-0.22,-0.62,1017.41,,0.127,0.3,0.109,1.76,0.44,-0.36,-2.452,0.0,116.0,0.41,0.121,1313.0,-0.27,-0.3,0.15,0.09,-24.45,-1.31,0.69,-0.04,-1.3,1.166,0.528,-0.58,0.57,,-0.54,7,-0.031,-0.32,0.09,-0.08,-0.9279999999999999,0.47213999999999995,-0.02,-0.96,0.05
643,,-0.22,0.53,1016.4,,0.131,0.34,0.1,2.35,0.51,-0.14,-2.846,0.0,-102.0,0.41,0.163,1631.0,-0.22,-0.7,0.14,0.05,-21.67,-0.77,0.66,-0.05,-1.17,1.3619999999999999,-0.027000000000000003,-0.84,2.95,,-0.32,8,0.52,-0.27,0.14,-0.13,0.91,-0.17648,0.34,-0.73,0.08
644,,-0.49,-1.08,1013.72,,0.135,0.51,0.102,0.48,-0.08,0.04,-2.858,15.5,-44.0,2.93,0.272,2338.0,-0.59,0.3,0.11,0.21,-14.29,-1.37,0.68,-0.2,-0.46,1.9380000000000002,-0.8109999999999999,-1.13,3.09,,-0.62,9,-0.7070000000000001,2.28,0.11,-0.19,1.161,0.09751,-0.07,-0.46,0.13
645,,0.25,0.54,1013.92,,0.13699999999999998,0.48,0.179,0.37,0.14,-0.08,-2.637,3.25,-108.0,3.31,0.237,2081.0,-0.43,-0.1,0.2,0.19,-10.81,-1.37,0.64,-0.14,-0.04,1.555,0.7340000000000001,-1.13,2.07,,-0.62,10,0.7070000000000001,-0.58,0.1,-0.29,1.2770000000000001,-0.39585,-0.25,-0.39,0.24
646,,0.53,-0.67,1006.79,,0.141,0.62,0.12,0.62,-0.4,1.03,-2.674,6.75,17.0,5.03,0.142,2127.0,-0.68,1.1,0.16,0.08,-3.88,-1.26,0.86,-0.37,-0.33,1.865,-2.977,-0.89,1.89,,-0.69,11,0.8190000000000001,0.79,0.12,-0.35,0.996,-0.74356,-0.32,0.44,0.37
647,,-0.86,0.46,1006.74,,0.14400000000000002,0.66,0.136,0.73,0.41,0.26,-2.37,0.0,-4.0,5.54,0.19899999999999998,2356.0,-0.62,-1.4,0.01,0.12,1.48,-0.93,0.74,-0.41,,1.805,-0.805,-1.02,-0.01,,-0.85,12,-1.3219999999999998,-0.35,0.16,-0.31,1.474,0.37255,0.02,0.46,0.57
648,,0.0,0.7,1007.86,,0.146,0.78,0.14400000000000002,0.37,-0.15,-0.7,-1.78,0.0,51.0,6.05,0.16699999999999998,2273.0,-0.49,0.7,0.14,0.4,4.64,0.27,1.01,-0.15,-0.11,2.021,2.8480000000000003,-0.78,-0.13,,-0.45,1,1.381,-0.04,0.19,-0.15,0.747,-0.054270000000000006,0.07,0.79,0.61
649,,0.8,-0.56,1010.13,,0.149,0.53,0.006999999999999999,0.14,-0.33,-0.11,-1.3430000000000002,0.0,-3.0,4.3,0.15,2050.0,-0.24,1.8,-0.06,0.46,8.0,-0.64,0.97,-0.04,-0.89,1.4409999999999998,2.9419999999999997,-0.07,-0.14,,-0.41,2,1.304,0.87,0.18,0.03,1.334,0.60475,-0.26,0.48,0.51
650,,0.32,0.39,1014.46,,0.15,0.37,0.122,0.23,0.44,-1.56,-1.287,0.0,-4.0,2.14,0.13,2044.0,0.14,-0.4,0.29,0.25,9.32,-0.43,1.1,0.01,1.99,0.857,1.6640000000000001,0.77,0.06,,-0.24,3,0.902,0.73,0.22,0.09,-1.8230000000000002,0.27341,-0.2,0.14,0.25
651,,1.14,-0.38,1018.43,,0.152,-0.02,0.3,0.27,0.4,-2.4,-1.3259999999999998,0.0,-20.0,-2.38,0.013000000000000001,1898.0,0.0,-0.1,0.31,0.41,14.03,-0.32,0.83,0.02,0.45,0.016,0.226,0.82,0.81,,-0.05,4,0.748,0.21,0.22,0.2,0.165,-0.12602,-0.36,0.02,0.0
652,,-0.15,0.52,1014.35,,0.152,-0.19,0.302,0.04,1.06,-0.56,-1.663,0.0,-95.0,-4.39,-0.063,1784.0,0.26,-1.4,0.49,0.6,14.16,-0.63,0.87,0.31,1.52,-0.34299999999999997,-0.127,0.63,0.47,,-0.08,5,0.401,-0.79,0.12,0.43,-2.798,0.21128000000000002,-0.1,-0.35,-0.14
653,,0.69,0.18,1013.67,,0.153,-0.13,0.294,0.4,0.99,0.06,-2.335,0.0,-109.0,-4.43,-0.131,1487.0,0.57,-0.4,0.33,0.64,13.26,-0.35,0.62,0.72,-0.2,-0.904,0.495,0.38,-0.36,,0.16,6,0.573,-0.72,0.0,0.65,-1.112,0.44943,0.4,0.19,-0.22
654,,0.65,-0.65,1016.85,,0.154,-0.06,0.2,1.68,1.12,0.4,-2.8710000000000004,0.0,-217.0,-3.56,-0.08,1735.0,0.39,-0.8,0.47,0.63,10.05,-0.31,0.83,0.74,-0.69,-0.779,-1.9380000000000002,-0.23,0.71,,0.18,7,0.32799999999999996,-1.06,-0.01,0.79,-0.591,1.7025599999999999,0.42,-0.08,-0.18
655,,0.36,0.09,1016.2,,0.154,-0.05,0.035,1.07,1.45,0.61,-3.0010000000000003,0.0,-287.0,-1.99,0.092,1839.0,0.51,-1.6,0.01,0.64,10.6,0.6,0.72,0.87,-0.07,0.387,-0.31,-0.26,0.68,,0.35,8,-0.22899999999999998,-1.64,0.06,0.86,-0.099,0.9398200000000001,0.97,0.05,-0.15
656,,-0.54,0.46,1014.54,,0.154,0.07,0.057,2.34,1.21,0.6,-2.878,8.0,-69.0,-0.73,0.065,1758.0,0.86,-1.0,-0.08,0.61,8.9,0.43,0.86,1.09,-0.4,0.687,-2.719,0.2,1.77,,0.47,9,-0.043,0.79,0.17,1.01,-0.8640000000000001,1.7772,0.84,-0.27,-0.02
657,,-1.97,0.78,1010.22,,0.155,0.36,0.154,1.13,1.15,-0.55,-2.546,2.75,195.0,1.14,0.09699999999999999,1670.0,0.99,-0.6,0.14,0.65,7.66,0.42,0.68,1.25,1.77,0.738,-0.016,0.37,3.03,,0.76,10,-1.4880000000000002,-2.12,0.23,1.21,-2.5639999999999996,1.50342,0.79,-0.43,0.01
658,,-0.32,0.45,1004.55,,0.155,0.22,0.237,0.76,1.2,1.46,-2.4130000000000003,0.0,-18.0,0.91,0.005,1687.0,1.3,-0.7,-0.07,0.85,4.46,1.51,0.71,1.47,2.05,0.419,-1.922,0.97,1.15,,1.29,11,-1.425,-1.51,0.23,1.31,-0.924,0.9119700000000001,0.76,0.18,0.01
659,,-0.96,1.6,1003.26,,0.155,0.2,0.366,0.91,1.48,1.28,-2.311,0.0,2.0,-0.45,-0.01,1572.0,1.21,-1.8,0.35,0.84,-0.5,2.1,0.58,1.37,,0.406,-5.861000000000001,1.1,0.01,,1.19,12,-1.5919999999999999,0.54,0.2,1.14,1.308,1.5292700000000001,0.86,0.53,0.03
660,,-0.32,-0.39,999.59,,0.155,0.27,0.303,0.24,0.85,1.01,-2.523,0.0,0.0,0.13,0.036000000000000004,1440.0,0.57,-0.3,0.56,0.57,-1.39,2.09,0.98,0.6,2.07,1.054,-2.517,0.13,-0.03,,0.99,1,-0.47200000000000003,-0.14,0.23,0.92,-0.988,0.81898,0.8,0.79,0.0
661,,0.26,0.87,1007.49,,0.155,0.0,0.33,2.09,1.07,0.68,-2.6439999999999997,0.0,0.0,-1.6,-0.027000000000000003,1245.0,0.44,-1.1,0.57,0.69,-1.43,1.75,0.77,0.64,0.94,0.54,-0.073,-0.12,0.02,,0.77,2,0.128,0.17,0.35,0.63,-0.35700000000000004,0.22479000000000002,0.62,0.38,0.01
662,,-0.07,1.24,1010.44,,0.153,0.04,0.244,1.12,0.83,-0.36,-2.91,0.0,3.0,-3.1,0.098,1322.0,0.19,-0.5,0.63,0.6,-3.3,1.51,0.75,0.36,0.56,0.47,-0.57,-0.07,1.21,,0.63,3,0.9329999999999999,-1.01,0.41,0.38,-0.188,-0.052829999999999995,0.53,-0.07,-0.02
663,,-0.34,0.31,1014.47,,0.151,0.0,0.29,0.29,0.3,-0.1,-2.995,0.0,23.0,-1.79,0.064,1263.0,-0.44,-0.2,0.42,0.33,-8.56,1.18,0.7,-0.14,0.34,0.48100000000000004,-2.628,-0.56,0.46,,0.01,4,-0.17800000000000002,1.58,0.41,-0.04,0.22399999999999998,0.30221,-0.08,-0.33,0.01
664,,0.06,-0.85,1015.92,,0.15,0.06,0.244,0.26,0.08,-1.85,-3.04,0.0,-32.0,-1.51,0.136,1162.0,-0.96,-0.5,0.37,-0.05,-13.63,0.89,0.86,-0.61,-0.57,0.42100000000000004,-0.762,-1.65,-0.09,,-0.35,5,1.0170000000000001,0.03,0.3,-0.26,0.385,-0.29548,-0.57,-0.68,0.0
665,,0.24,1.79,1013.69,,0.149,0.22,0.237,0.52,0.32,-0.53,-2.895,0.0,200.0,-0.11,0.19,1293.0,-0.59,-1.0,0.1,0.1,-17.71,0.68,0.65,-0.29,0.17,0.547,-2.2159999999999997,-1.35,1.43,,-0.3,6,-0.102,0.76,0.16,-0.16,-0.775,1.09819,-0.07,-0.73,0.05
666,,0.16,-0.23,1018.2,,0.147,0.36,0.23199999999999998,1.12,0.23,0.73,-2.7230000000000003,2.0,178.0,-0.16,0.261,1277.0,0.12,0.5,0.4,0.19,-22.99,0.96,0.74,0.21,-0.14,0.826,0.28600000000000003,-1.01,1.99,,0.01,7,0.075,-1.94,0.09,0.08,0.727,-0.46642,0.01,-0.48,0.2
667,,-0.22,-1.58,1016.42,,0.14400000000000002,0.59,0.205,1.95,0.17,-0.31,-2.412,2.25,324.0,1.37,0.401,1221.0,0.26,0.2,0.49,0.19,-24.64,0.88,0.81,0.26,-1.46,1.253,0.091,0.01,4.58,,0.0,8,-0.28,-0.9,0.09,0.21,0.6779999999999999,-0.05095,0.01,-0.28,0.34
668,,0.16,-1.04,1013.25,,0.142,0.66,0.2,1.37,0.31,0.59,-2.082,23.0,134.0,2.67,0.43700000000000006,1122.0,0.15,-0.2,0.49,0.18,-22.51,0.01,0.8,0.27,-0.7,1.6369999999999998,-1.554,-0.45,3.74,,-0.13,9,0.467,-2.17,0.19,0.26,-0.32299999999999995,-0.55743,0.14,-0.1,0.51
669,,-0.86,-0.58,1011.44,,0.139,0.8,0.21899999999999997,0.6,0.44,1.23,-1.7380000000000002,5.5,113.0,3.82,0.41100000000000003,1513.0,0.4,0.0,0.53,0.36,-20.34,0.83,0.83,0.42,0.85,2.438,0.414,0.23,4.71,,0.36,10,-0.67,-0.42,0.24,0.29,-0.025,-0.36216,0.26,-0.37,0.45
670,,0.77,0.32,1018.1,,0.136,0.48,0.188,1.11,0.46,-1.65,-1.5959999999999999,0.0,21.0,2.17,0.209,1408.0,0.64,-0.5,0.55,0.37,-17.86,0.52,0.66,0.33,-0.11,1.157,-0.763,0.28,2.91,,0.44,11,0.642,0.69,0.22,0.35,-0.7120000000000001,0.08532999999999999,0.29,-0.49,0.41
671,,0.5,0.31,1003.77,,0.133,0.49,0.081,0.48,-0.28,0.56,-1.5219999999999998,0.0,-3.0,1.98,0.209,1150.0,0.77,1.8,0.56,0.43,-11.38,0.33,0.89,0.43,,1.48,-1.635,0.22,0.0,,0.32,12,0.265,0.8,0.19,0.35,-1.3230000000000002,-0.42965,0.1,0.06,0.36
672,,-0.85,-0.35,1005.07,,0.131,0.5,0.207,0.69,0.88,-0.12,-1.6,0.0,5.0,2.87,0.196,1141.0,0.42,-2.2,0.41,0.43,-4.84,0.43,0.72,0.27,0.66,1.9069999999999998,-0.5539999999999999,-0.21,-0.14,,0.13,1,-1.686,-1.58,0.18,0.37,0.807,0.28436,0.16,0.4,0.49
673,,-0.6,0.63,1001.85,,0.129,0.51,0.257,1.22,-0.48,1.12,-1.571,0.0,-1.0,3.07,0.19399999999999998,1070.0,0.3,2.0,0.22,0.38,2.61,0.48,0.92,0.23,-0.5,1.75,-0.21899999999999997,-0.07,-0.19,,0.0,2,-1.528,0.6,0.19,0.31,-1.182,-0.13191,-0.04,0.62,0.47
674,,0.67,0.87,1014.03,,0.127,0.36,0.21600000000000003,0.73,0.0,0.0,-1.913,0.0,-8.0,2.17,0.14300000000000002,1120.0,0.13,0.7,-0.01,0.1,5.45,0.61,0.79,0.12,-1.28,1.121,5.007,-0.74,-0.34,,0.1,3,0.318,0.13,0.16,0.23,0.43200000000000005,0.03492,-0.44,0.2,0.38
675,,1.11,0.9,1011.56,,0.125,0.46,0.23,2.22,0.65,0.25,-2.272,0.0,37.0,2.72,0.09300000000000001,1012.0,-0.07,-1.5,-0.26,0.09,10.46,0.57,0.77,0.07,1.23,0.885,0.078,-0.57,0.63,,0.13,4,-0.409,0.49,0.07,0.17,0.151,0.965,-0.23,0.15,0.19
676,,0.23,-0.12,1015.18,,0.124,0.17,-0.034,0.03,-0.12,-1.46,-2.637,0.0,-32.0,0.9,-0.009000000000000001,998.0,-0.45,1.7,-0.12,0.11,12.97,0.88,0.47,0.06,1.92,0.33899999999999997,1.5290000000000001,-1.59,0.31,,-0.16,5,-0.094,0.4,0.09,0.17,0.46,-1.51531,-0.44,0.09,0.12
677,,-0.59,-0.06,1016.52,,0.124,0.27,-0.10300000000000001,0.55,0.61,-0.28,-2.9989999999999997,0.0,-1.0,1.22,0.163,974.0,-0.26,-1.4,-0.08,0.22,11.75,0.04,0.7,0.13,3.36,0.888,0.547,-1.07,1.14,,-0.22,6,-0.23600000000000002,2.08,0.14,0.28,1.195,0.38996,-0.34,-0.1,0.14
678,,1.16,-0.28,1014.98,,0.124,0.46,-0.08900000000000001,1.67,0.89,-0.33,-3.3760000000000003,0.0,90.0,1.82,0.213,1185.0,-0.02,-0.8,0.08,0.42,9.96,0.44,0.25,0.49,1.19,0.88,-1.063,-0.78,2.18,,-0.22,7,-0.201,0.34,0.22,0.47,1.474,-0.01871,0.43,0.17,0.23
679,,-0.74,-1.22,1013.88,,0.124,0.68,-0.14800000000000002,1.63,0.9,1.52,-3.253,15.25,-55.0,3.7,0.302,1110.0,0.24,-0.5,0.22,0.55,8.74,0.85,0.63,0.76,0.07,1.268,-0.7659999999999999,-0.75,4.44,,0.04,8,-0.72,-0.03,0.17,0.64,-0.071,1.56144,0.74,-0.03,0.35
680,,0.52,-0.17,1015.94,,0.122,0.59,-0.065,1.7,0.82,-0.11,-2.9930000000000003,29.75,-253.0,2.96,0.226,1030.0,0.45,-0.6,0.33,0.69,7.29,0.75,0.57,0.81,-2.21,1.1540000000000001,0.674,-0.27,3.67,,0.28,9,0.855,0.26,0.16,0.7,0.254,-0.019030000000000002,0.54,0.03,0.41
681,,-0.69,-0.43,1012.55,,0.122,0.62,-0.034,1.66,0.56,-1.37,-2.7310000000000003,0.5,-136.0,4.1,0.22699999999999998,1059.0,0.54,-0.1,0.14,0.7,8.0,-0.11,0.77,0.73,-0.71,1.429,-2.109,0.15,3.16,,0.19,10,-0.515,0.89,0.18,0.67,-0.042,0.3802,0.34,-0.2,0.46
682,,0.63,0.1,1011.09,,0.122,0.63,0.087,1.47,0.85,0.29,-2.505,0.0,7.0,4.88,0.20600000000000002,1137.0,0.63,-1.1,0.24,0.76,4.35,-0.63,0.91,0.66,-0.26,1.635,4.444,0.72,2.7,,0.29,11,0.6779999999999999,0.65,0.21,0.66,-0.242,0.5360699999999999,0.51,0.23,0.44
683,,1.03,0.24,1009.24,,0.12300000000000001,0.53,0.185,1.3,0.95,-0.04,-2.3930000000000002,0.0,-2.0,3.78,0.172,950.0,0.69,-1.3,0.43,0.87,2.45,-0.17,0.71,0.74,,1.5759999999999998,0.037000000000000005,0.36,0.07,,0.71,12,1.23,0.2,0.14,0.69,-0.973,0.37089,0.51,0.54,0.45
684,,1.26,0.08,1004.0,,0.12300000000000001,0.46,0.215,2.47,0.2,-0.62,-2.5980000000000003,0.0,-2.0,2.39,0.096,1022.0,0.32,0.6,0.61,0.88,-0.69,0.44,0.97,0.66,0.73,1.347,-2.242,-0.02,-0.06,,0.58,1,0.35600000000000004,-0.93,0.07,0.64,-0.129,-0.09497,0.08,1.19,0.38
685,,-0.51,-0.65,1008.07,,0.126,0.38,0.305,2.76,2.23,-0.11,-2.605,0.0,29.0,1.43,0.111,972.0,-0.09,-5.2,0.49,0.67,-0.96,0.81,0.88,0.36,-0.29,1.624,-5.398,-0.94,-0.22,,-0.03,2,-1.271,0.34,0.1,0.58,1.2429999999999999,1.11161,0.61,1.3,0.47
686,,-2.32,0.4,1008.35,,0.128,0.68,0.32799999999999996,1.2,0.33,0.56,-2.408,0.0,24.0,2.27,0.26899999999999996,899.0,-0.07,0.5,0.61,0.61,-0.33,1.36,0.99,0.45,0.31,2.0380000000000003,-0.002,-1.46,0.36,,0.25,3,-1.348,-0.22,0.17,0.45,0.158,-0.09212000000000001,0.82,0.91,0.57
687,,-0.47,-0.02,1014.0,,0.131,0.81,0.095,0.91,0.72,1.0,-2.383,0.0,-17.0,3.82,0.27699999999999997,860.0,-0.05,-1.0,0.29,0.42,-6.64,1.03,0.85,0.26,0.81,2.182,0.287,-0.42,1.4,,0.15,4,-0.046,-0.18,0.25,0.43,0.355,-0.07704,0.13,-0.01,0.75
688,,-1.11,-1.3,1011.91,,0.134,1.01,0.156,0.67,1.08,1.62,-2.2840000000000003,0.0,30.0,4.58,0.278,995.0,0.16,-1.3,-0.06,0.29,-15.09,1.86,0.77,0.3,0.09,2.073,-2.468,-0.38,3.11,,0.29,5,-0.763,-0.08,0.28,0.29,-0.297,0.14562999999999998,0.18,-0.61,0.75
689,,0.26,0.36,1014.61,,0.13699999999999998,0.92,0.172,0.43,0.39,0.42,-1.8969999999999998,0.0,172.0,5.55,0.312,937.0,0.06,0.7,-0.26,0.17,-20.59,1.17,0.83,0.04,1.43,1.8559999999999999,1.0270000000000001,-0.77,4.42,,0.08,6,-0.38299999999999995,0.79,0.34,0.11,-1.4280000000000002,0.34321,0.2,-1.05,0.68
690,,-0.48,0.22,1017.01,,0.141,0.84,0.196,1.11,0.35,-0.02,-1.885,11.25,43.0,4.03,0.43200000000000005,965.0,0.1,0.3,-0.32,-0.11,-24.2,0.66,0.8,-0.23,-1.11,2.046,-0.195,-0.35,5.84,,-0.11,7,-0.03,-1.2,0.38,-0.06,-0.252,-0.74921,-0.02,-1.24,0.53
691,,0.35,-1.6,1014.91,,0.145,0.74,0.223,2.58,0.4,0.69,-2.124,7.0,-92.0,3.31,0.425,905.0,0.18,-0.6,0.01,-0.06,-25.87,0.25,0.76,-0.05,-0.6,2.103,-0.757,-0.4,4.9,,-0.28,8,0.026000000000000002,0.35,0.35,-0.14,0.228,-0.05716,-0.01,-1.36,0.46
692,,0.76,-0.91,1016.08,,0.14800000000000002,0.73,0.11599999999999999,1.19,-0.14,1.32,-1.999,16.75,66.0,4.08,0.40399999999999997,911.0,-0.08,0.6,-0.09,0.03,-27.8,-0.46,0.97,-0.04,-1.98,2.2769999999999997,3.341,-0.74,4.4,,-0.61,9,0.802,0.57,0.28,-0.11,0.24100000000000002,-0.47353,-0.05,-1.37,0.38
693,,-0.55,-0.88,1012.96,,0.149,0.54,0.182,1.06,-0.47,1.16,-1.6680000000000001,9.75,-25.0,3.63,0.223,766.0,-0.34,2.0,0.0,0.09,-28.76,-1.32,1.0,-0.06,-1.6,1.489,2.1719999999999997,-1.27,2.45,,-0.81,10,0.03,1.0,0.21,-0.29,0.031,-0.50651,-0.71,-1.35,0.37
694,,-0.46,-1.14,1013.88,,0.152,0.4,0.166,0.1,0.04,-0.74,-1.264,0.0,-12.0,3.69,0.125,862.0,-1.13,-0.3,-0.07,-0.14,-29.55,-1.5,0.91,-0.59,0.35,1.203,3.332,-1.43,1.48,,-0.94,11,0.228,-1.84,0.17,-0.57,-0.551,-0.85052,-0.75,-1.28,0.42
695,,-0.5,-0.71,999.54,,0.154,0.55,0.16399999999999998,0.1,-0.2,1.07,-0.475,5.0,-3.0,5.29,0.201,907.0,-1.22,0.0,-0.02,-0.26,-25.04,0.2,0.92,-0.92,,1.774,-1.886,-0.92,-0.25,,-0.81,12,-2.104,-2.04,0.12,-0.84,-1.9680000000000002,-1.16222,-0.73,-1.15,0.47
696,,0.97,0.82,1007.96,,0.156,0.41,0.142,0.19,-1.22,-0.1,0.151,0.0,-3.0,4.17,0.10800000000000001,834.0,-0.81,2.7,0.04,-0.5,-18.83,1.03,0.79,-0.91,-1.07,1.73,4.121,-0.37,-0.17,,-0.42,1,-0.17,0.71,0.04,-0.85,0.33899999999999997,-0.61427,-0.68,-0.72,0.39
697,,-1.02,-0.61,1014.38,,0.158,0.19,0.16699999999999998,0.07,-0.31,-0.44,0.067,0.0,18.0,1.2,0.06,765.0,-0.35,0.2,0.23,-0.67,-11.24,0.66,1.0,-0.67,0.57,1.297,2.2569999999999997,0.22,-0.3,,-0.43,2,-0.156,2.06,0.0,-0.77,-0.21100000000000002,-0.88454,-0.5,-0.56,0.19
698,,-1.75,1.52,1014.78,,0.159,0.18,0.126,1.12,-1.0,-0.56,-0.099,0.0,-16.0,-0.26,0.045,755.0,-0.55,2.9,0.41,-0.59,-0.38,0.05,0.82,-0.71,0.2,0.9940000000000001,-0.10800000000000001,-0.29,-0.52,,-0.34,3,-1.604,0.49,0.04,-0.57,0.501,-0.89015,-0.61,-0.39,0.16
699,,1.2,-0.86,1015.51,,0.159,0.41,0.037000000000000005,0.31,-0.39,0.2,-0.601,0.0,-2.0,1.3,0.182,890.0,-0.42,1.8,0.31,-0.34,5.0,0.4,0.67,-0.32,-1.57,1.607,-0.8859999999999999,-1.5,-0.07,,-0.47,4,0.138,0.56,0.14,-0.37,-0.16899999999999998,-1.05275,-0.84,-0.48,0.25
700,,-1.01,-0.93,1016.5,,0.161,0.43,0.175,0.27,0.63,-1.03,-1.17,0.0,3.0,0.83,0.293,809.0,-0.08,-0.8,0.24,-0.06,10.36,0.48,0.53,-0.09,-0.31,1.8130000000000002,-0.66,-0.56,0.45,,-0.35,5,0.156,0.19,0.16,-0.14,1.695,-0.17708,-0.43,-0.61,0.37
701,,1.15,-1.07,1016.5,,0.162,0.52,0.19899999999999998,0.66,0.48,-1.02,-1.501,0.0,-69.0,0.07,0.318,765.0,-0.01,-0.4,0.41,0.06,11.47,1.04,0.81,0.0,-0.49,1.689,-0.154,-0.21,0.95,,0.0,6,1.071,-1.15,0.11,-0.03,0.43799999999999994,-0.7752100000000001,-0.23,-0.05,0.33
702,,0.93,1.01,1016.33,,0.161,0.36,0.031,2.98,0.64,1.29,-1.2890000000000001,0.0,-107.0,-0.51,0.359,758.0,0.01,-1.0,0.3,0.2,10.75,0.35,0.7,0.01,-0.46,1.787,-0.9129999999999999,0.2,2.14,,0.18,7,0.10300000000000001,-1.0,0.1,0.1,0.9259999999999999,0.44214,0.11,-0.08,0.3
703,,-2.35,-0.97,1018.12,,0.161,0.53,-0.002,3.12,1.02,-1.45,-1.087,0.25,68.0,1.27,0.386,794.0,0.39,-1.7,0.33,0.42,9.1,-0.65,0.88,0.31,0.13,2.161,-0.47200000000000003,0.7,4.29,,0.27,8,-0.265,-0.16,0.17,0.3,-1.7269999999999999,0.34117,0.56,0.17,0.3
704,,-1.43,0.41,1014.75,,0.161,0.69,-0.002,1.64,0.86,0.31,-0.991,19.5,154.0,1.99,0.349,778.0,0.83,-1.0,0.27,0.63,10.2,-0.94,0.81,0.6,0.47,2.0380000000000003,0.579,0.97,4.92,,0.44,9,0.606,0.05,0.26,0.54,-0.324,0.09992999999999999,0.63,0.02,0.4
705,,-1.92,0.5,1014.18,,0.159,0.74,-0.122,1.36,1.26,-0.76,-1.131,1.5,28.0,3.69,0.319,743.0,0.88,-2.1,0.23,0.69,10.86,-0.05,0.92,0.7,0.97,2.046,-1.143,1.05,5.22,,0.76,10,-1.0290000000000001,0.67,0.25,0.77,0.879,1.34597,0.68,-0.14,0.49
706,,0.33,-0.27,1014.75,,0.157,0.71,0.07400000000000001,0.15,0.57,-1.34,-1.1840000000000002,0.0,-23.0,4.49,0.27399999999999997,863.0,0.99,0.1,0.08,0.92,10.1,-0.22,0.93,0.99,-0.38,2.354,0.905,0.79,3.18,,0.89,11,0.521,-1.84,0.2,0.94,0.10099999999999999,1.5518299999999998,0.9,-0.18,0.45
707,,1.15,1.31,1004.94,,0.155,0.47,0.258,0.91,0.9,1.55,-1.204,0.0,-4.0,2.47,0.156,845.0,1.14,-0.5,0.32,0.92,6.21,0.14,0.97,1.14,,1.325,2.745,0.71,0.06,,1.14,12,2.282,1.18,0.2,0.94,0.638,0.42455,0.59,-0.05,0.42
708,,-0.25,0.0,1008.53,,0.153,0.46,0.26899999999999996,0.94,0.88,0.27,-1.594,0.0,-5.0,2.24,0.156,835.0,0.87,-1.3,0.24,0.65,2.61,0.01,1.28,0.7,-1.14,1.525,8.058,0.66,-0.04,,0.78,1,2.0340000000000003,1.81,0.3,0.66,-0.083,0.21564,0.62,0.03,0.4
709,,-0.98,0.74,1008.17,,0.151,0.56,0.222,0.66,0.3,-0.42,-1.834,0.0,-6.0,2.96,0.20199999999999999,777.0,0.08,-0.1,0.21,0.46,2.43,0.04,0.94,0.13,0.93,1.635,2.207,0.11,0.0,,0.31,2,-1.307,0.15,0.36,0.22,0.075,0.09137,0.39,-0.37,0.42
710,,1.11,-0.02,1012.74,,0.15,0.33,0.10300000000000001,0.9,0.15,-0.12,-2.022,0.0,-10.0,1.98,0.11199999999999999,722.0,-0.4,0.3,0.04,0.34,1.24,-0.36,0.98,-0.18,-1.27,1.022,5.106,-0.64,-0.29,,0.04,3,1.182,-1.06,0.37,-0.12,-0.57,-0.21103000000000002,-0.22,-0.87,0.44
711,,0.04,1.53,1009.87,,0.149,0.4,0.095,0.58,0.26,0.97,-2.3409999999999997,0.0,29.0,0.99,0.14400000000000002,724.0,-0.63,-0.2,0.24,0.1,-5.18,0.16,0.99,-0.32,-0.19,1.251,1.956,-1.22,0.45,,0.01,4,0.544,-1.61,0.3,-0.32,-1.035,-0.38787,-0.36,-1.01,0.31
712,,0.66,0.03,1015.51,,0.15,0.21,0.153,1.05,0.15,0.03,-2.655,0.0,-50.0,-0.2,0.096,744.0,-0.88,-0.2,0.28,-0.08,-14.06,-0.1,0.99,-0.47,-0.67,0.96,2.032,-1.79,0.04,,-0.35,5,0.894,-0.66,0.22,-0.38,-0.612,-0.19555999999999998,-0.44,-0.88,0.19
713,,-1.01,0.11,1016.26,,0.153,0.16,0.326,0.68,-0.07,-0.3,-2.697,0.0,-147.0,-0.48,0.073,737.0,-0.72,0.9,0.43,-0.07,-21.33,0.09,0.75,-0.35,0.0,0.816,,-1.61,0.19,,-0.34,6,-0.555,-0.17,0.16,-0.47,-1.198,-0.70667,-0.86,-1.08,0.04
